"Algeria","Argentina","Australia","Austria","Bahamas","Bangladesh","Belarus","Belgium","Bolivia","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Canada","Chile","China","Colombia","Costa Rica","Cuba","Cyprus","Denmark","Ecuador","Egypt","Ethiopia","Finland","France","Ghana","Greece","Guyana","Hungary","Iceland","India","Indonesia","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kenya","Kuwait","Libya","Luxembourg","Malaysia","Mali","Malta","Mexico","Nepal","Netherlands","New Zealand","Nigeria","Norway","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Russian Federation","Singapore","Spain","Sri Lanka","Sudan","Sweden","Syrian Arab Republic","Tanzania","Thailand","Togo","Trinidad and Tobago","UK","Ukraine","Uruguay","USA","Venezuela","Zambia"
"4001",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4006",2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,NA,1,1,1,2,2,1,1,1,1,1,2,2,1,NA,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,3,1,2,2,2,2,1,1,1,1,1,1,1
"4007",1,1,1,1,1,3,2,1,1,1,1,3,1,2,1,1,3,2,NA,3,2,1,1,2,2,1,1,3,NA,1,1,1,3,3,1,1,1,1,1,2,2,2,3,1,3,2,1,1,2,1,1,3,1,3,2,1,1,2,1,1,1,2,1,3,3,1,3,2,2,2,1,1,NA,1,1,1,1
"4010",2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,2,NA,3,1,1,1,2,1,1,1,2,NA,1,1,1,3,3,1,1,1,1,1,3,2,2,3,1,2,2,1,1,2,1,1,3,1,3,2,1,1,2,1,1,1,1,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1
"4011",2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,3,2,1,3,1,1,2,2,2,1,1,3,NA,2,1,1,3,3,1,1,1,2,1,2,2,1,3,1,2,2,1,2,2,1,1,3,1,2,1,1,2,2,1,1,2,2,1,2,3,1,3,3,2,2,2,1,2,1,1,2,3
"4012",1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,NA,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2
"4039",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4040",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"4052",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,1,1,2
"4088",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1
"4092",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
"4095",1,1,1,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,3,1,1,1,3,2,NA,2,1,2,3,1,1,2,2,2,1,3,1,1,1,1,3,1,1,1,1,1,3,2,1,3,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,3,1,1,3,1,1
"4097",2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,2,2,2,3,1,2,2,1,1,2,1,1,3,1,2,2,1,1,2,1,1,1,2,1,2,3,1,3,2,2,2,1,1,1,1,1,1,2
"4098",2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,3,1,3,2,1,1,2,1,1,1,2,1,2,3,1,2,2,2,2,1,1,1,1,1,1,1
"4099",1,1,1,1,1,3,2,1,1,1,1,3,1,2,1,1,3,2,1,3,2,1,1,2,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,2,2,3,3,1,3,2,1,1,2,1,1,3,1,3,2,1,1,3,1,1,2,2,1,3,3,1,3,2,2,2,1,1,2,1,1,1,1
"4102",1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA
"4104",1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,NA,1,2,1,1,1,1,NA,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,3,1,1
"4108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4109",1,2,2,2,NA,NA,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,3,2,1,2,1,1,NA,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,3,1,1
"4110",1,1,1,1,NA,1,1,1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,2,NA,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,NA
"4141",2,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,3,1,1,2,1,1,1,2,2,1,2,1,1,NA,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2
"4153",2,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,2,3,1,2,1,3,2,3,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,3,2,3,1,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1
"4162",1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1
"4163",2,1,1,1,1,2,1,1,1,1,1,2,1,NA,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,3,1,2,1,1,1,2,1,1,1,2,1,2,3,1,2,2,2,2,1,1,1,1,1,1,1
"4164",1,1,1,1,1,3,3,1,1,2,1,3,1,NA,1,1,3,2,1,3,2,1,1,2,2,1,1,3,1,2,1,1,3,3,1,1,1,2,1,2,2,3,3,1,3,2,1,2,2,1,1,3,1,3,2,1,1,3,1,1,1,2,1,3,3,1,3,2,2,2,1,1,2,2,1,2,1
"4165",1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA
"4166",1,1,1,1,1,1,3,1,1,2,1,1,1,NA,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,2,1,2,1,1,NA,2,1,1,2,1,2,1,1,2,NA
"4169",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4170",1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,NA,1,1,NA,1,1,1
"4182",1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,3,2,1,2,2,1,2,1,2,1,NA,2,1,1,2,2,2,2,1,NA,2,2,NA,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,3,2,1
"4184",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4186",1,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,2,3,1,2,1,3,2,3,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,3,2,3,1,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1
"4195",1,1,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA
"4197",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1
"4217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"4228",2,2,1,1,1,3,3,1,1,2,1,3,1,3,1,1,3,3,1,3,2,1,1,3,2,1,1,3,1,2,1,1,3,3,1,1,1,2,1,3,2,3,3,1,3,2,1,2,3,1,1,2,1,3,2,1,2,3,1,1,2,2,1,3,3,1,3,3,2,2,1,1,2,2,1,3,2
"4229",2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,3,1,2,2,2,2,1,1,1,1,1,2,1
"4232",1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,NA,2,1,2,2,1,2,1,1,2,1
"4233",1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,NA,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
"4234",1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4241",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4246",1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,3,2,1,2,NA,1,NA,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,3,2,1
"4247",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4252",1,2,3,3,1,1,1,3,1,1,2,1,3,1,3,1,2,1,1,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,2,3,1,2,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,2,1,1,3,3,3,1,3,1,1,3,1,1,1,1,1,3,2,1,3,1,1
"4260",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1
"4269",2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
"4273",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"4276",1,2,3,3,1,1,1,3,1,1,1,1,3,1,3,3,1,2,2,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,2,2,1,3,3,1,2,3,1,1,3,1,1,2,1,1,3,3,2,3,1,1
"4279",3,2,1,1,2,3,3,1,1,2,2,3,1,2,1,2,3,2,1,3,2,1,1,3,2,1,1,3,1,3,1,1,3,3,1,1,1,2,1,3,2,3,3,1,3,2,1,2,2,1,1,2,1,3,2,2,2,3,1,1,3,2,1,3,3,1,3,3,2,3,1,1,2,2,1,3,NA
"4280",2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,NA,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,1,1,1,1,1,2,NA
"4306",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4312",1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,3,2,1,2,1,1,NA,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,3,1,1
"4322",1,2,3,3,1,1,2,3,1,1,1,1,3,1,3,1,1,1,1,1,2,3,1,1,1,3,3,1,3,1,3,3,2,1,2,2,3,1,2,1,1,1,1,3,1,1,3,1,1,3,1,1,3,2,1,1,1,1,3,3,2,1,3,1,1,2,1,1,1,1,1,3,2,1,3,1,1
"4325",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1
"4331",1,1,2,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1
"4352",1,1,3,3,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,1,1,1,3,3,1,1,3,1,1,3,1,1,1,1,1,3,3,1,3,1,1
"4360",1,1,3,3,1,1,1,3,1,1,1,1,3,1,3,2,1,2,1,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,1,2,1,3,3,1,2,3,1,1,3,1,1,1,1,1,3,3,1,3,1,1
"4361",3,2,1,1,1,3,3,1,2,1,2,3,1,2,1,2,3,2,1,3,2,1,1,3,2,1,1,2,1,3,1,1,3,3,1,1,1,2,1,3,2,NA,3,1,3,3,1,2,2,1,1,2,1,3,1,1,1,2,1,1,3,2,1,3,3,1,3,3,2,2,1,1,2,2,1,3,2
"4362",2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2
"4363",2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,1,1,1,1,1,2,2
"4373",1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4374",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4391",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1
"4396",1,1,2,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,NA,1
"4410",1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,3,2,2,2,1,1,1,1,2,1,1,1,1,NA,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1
"4422",1,1,3,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,3,1,1,3,1,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1
"4424",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4425",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4428",2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,3,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,3,1,1
"4429",1,2,3,3,1,1,1,3,1,1,1,1,3,1,3,1,1,2,1,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,1,1,1,3,3,1,2,3,1,1,3,1,1,1,1,NA,3,3,1,3,1,1
"4439",3,1,1,1,1,3,2,1,1,2,1,3,1,3,1,1,3,1,1,3,1,1,1,3,3,1,1,2,1,2,1,1,3,3,1,1,1,2,1,3,2,3,3,1,3,3,1,1,3,1,1,3,1,3,1,1,1,2,1,1,3,2,1,2,3,1,3,2,2,3,2,1,3,1,1,1,2
"4440",2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,3,1,3,2,2,2,1,1,1,1,1,2,2
"4441",2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2
"4455",2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2
"4456",3,2,1,1,1,3,3,1,1,2,1,3,1,2,1,1,3,3,1,3,2,1,1,3,2,1,1,2,1,2,1,1,3,3,1,1,1,2,1,3,2,3,3,1,3,2,1,1,2,1,1,2,1,3,2,1,1,3,1,1,3,2,1,3,3,1,3,2,2,3,2,1,3,2,1,3,2
"4457",2,1,1,1,1,3,3,1,1,2,2,3,1,2,1,1,3,1,1,3,1,1,1,3,2,1,1,2,1,2,1,1,3,3,1,NA,1,2,1,3,2,3,3,1,3,2,1,1,2,1,1,2,1,3,1,1,1,2,1,1,1,2,1,3,NA,1,3,2,2,2,2,1,3,1,1,2,2
"4458",1,1,3,3,1,1,1,3,1,1,2,1,3,1,3,2,1,1,1,1,3,3,1,1,1,3,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,1,1,1,1,3,3,1,2,3,1,1,3,1,1,1,1,1,3,3,1,3,1,1
"4465",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"4473",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
"4484",1,2,3,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,3,1,1
"4485",1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,NA,1,1,1,1,1,1,1
"4496",2,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
"4502",1,2,2,3,2,1,2,3,1,1,1,1,3,1,2,2,1,2,2,1,3,3,1,1,2,3,3,2,3,1,3,3,3,1,3,3,3,1,2,1,1,1,1,3,1,1,3,1,2,3,2,2,3,1,2,1,2,1,3,3,2,1,3,3,1,3,1,2,1,1,1,3,2,2,3,1,1
"4515",1,2,3,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,NA,2,1,2,2,1,1,2,3,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,3,1,1
